turn,algorithm,hits,originDatabase,originAlgorithm,minTile,maxTile,minBoardValue,maxBoardValue,sumBoardValue,minBoardScore,maxBoardScore,sumBoardScore
46,treeDb_firstlastprogress,18041,6864,11177,2,64,92,184,1896646,276,452,6711420
46,treeDb_followMaxTile,25712,13177,12535,2,64,92,184,2712200,276,456,9644436
46,treeDb_followProgress,18005,6768,11237,2,64,92,184,1891796,276,452,6702628
46,treeDb_last,26523,11014,15509,2,64,92,184,2797798,276,456,9923776
47,all,135427,58669,76758,2,64,94,188,14566318,280,460,51972972
47,treeDb_first,25715,10406,15309,2,64,94,188,2767366,280,456,9863696
47,treeDb_firstlastmaxtile,24994,12390,12604,2,64,94,188,2691652,280,460,9629796
47,treeDb_firstlastprogress,16991,6288,10703,2,64,94,188,1822866,280,456,6483900
47,treeDb_followMaxTile,24961,12661,12300,2,64,94,188,2687410,280,460,9609016
47,treeDb_followProgress,16949,6407,10542,2,64,94,188,1817364,280,456,6472296
47,treeDb_last,25817,10517,15300,2,64,94,188,2779660,280,460,9914268
48,all,130336,55218,75118,2,64,96,192,14300718,288,464,51254820
48,treeDb_first,25018,10046,14972,2,64,96,192,2746484,288,464,9834804
48,treeDb_firstlastmaxtile,24217,11844,12373,2,64,96,192,2660372,288,464,9557808
48,treeDb_firstlastprogress,15874,5713,10161,2,64,96,192,1736942,288,460,6208916
48,treeDb_followMaxTile,24237,11909,12328,2,64,96,192,2662136,288,464,9556440
48,treeDb_followProgress,15832,5729,10103,2,64,96,192,1731364,288,460,6196784
48,treeDb_last,25158,9977,15181,2,64,96,192,2763420,288,464,9900068
49,all,125198,51934,73264,2,64,98,196,14009254,300,472,50432172
49,treeDb_first,24299,9523,14776,2,64,98,196,2720570,300,468,9783988
49,treeDb_firstlastmaxtile,23457,11320,12137,2,64,98,196,2627918,300,472,9477060
49,treeDb_firstlastprogress,14821,5270,9551,2,64,98,196,1653856,304,468,5943780
49,treeDb_followMaxTile,23454,11165,12289,2,64,98,196,2627042,300,468,9468636
49,treeDb_followProgress,14759,5134,9625,2,64,98,196,1645894,304,468,5920632
49,treeDb_last,24408,9522,14886,2,64,98,196,2733974,300,468,9838076
50,all,119939,48672,71267,2,64,100,200,13681396,308,476,49470212
50,treeDb_first,23522,8978,14544,2,64,100,200,2684700,308,472,9695344
50,treeDb_firstlastmaxtile,22686,10632,12054,2,64,100,200,2590846,308,472,9377684
50,treeDb_firstlastprogress,13716,4750,8966,2,64,100,200,1560382,308,472,5641916
50,treeDb_followMaxTile,22665,10578,12087,2,64,100,200,2587682,308,476,9362672
50,treeDb_followProgress,13674,4644,9030,2,64,100,200,1554594,308,472,5625116
50,treeDb_last,23676,9090,14586,2,64,100,200,2703192,308,476,9767480
51,all,114664,45821,68843,2,64,102,204,13328338,316,480,48403624
51,treeDb_first,22738,8527,14211,2,64,102,204,2644476,316,476,9588112
51,treeDb_firstlastmaxtile,21844,10114,11730,2,64,102,204,2541478,316,480,9234828
51,treeDb_firstlastprogress,12694,4238,8456,2,64,102,204,1472062,324,480,5354920
51,treeDb_followMaxTile,21864,10012,11852,2,64,102,204,2543488,316,476,9238064
51,treeDb_followProgress,12652,4323,8329,2,64,102,204,1466118,324,480,5335036
51,treeDb_last,22872,8607,14265,2,64,102,204,2660716,316,476,9652664
52,all,109343,43170,66173,2,64,104,208,12945218,332,492,47188024
52,treeDb_first,21926,8218,13708,2,64,104,208,2597082,332,480,9449728
52,treeDb_firstlastmaxtile,20977,9428,11549,2,64,104,208,2485588,332,492,9060004
52,treeDb_firstlastprogress,11760,3973,7787,2,64,104,208,1389242,344,484,5081420
52,treeDb_followMaxTile,20985,9508,11477,2,64,104,208,2486396,332,492,9057412
52,treeDb_followProgress,11666,3921,7745,2,64,104,208,1377052,344,488,5037924
52,treeDb_last,22029,8122,13907,2,64,104,208,2609858,332,492,9501536
53,all,103732,40273,63459,2,64,106,212,12502934,348,524,45727092
53,treeDb_first,20956,7553,13403,2,64,106,212,2526950,348,500,9222216
53,treeDb_firstlastmaxtile,19964,8970,10994,2,64,106,212,2407918,348,524,8803676
53,treeDb_firstlastprogress,10895,3587,7308,2,64,106,212,1310498,352,492,4816692
53,treeDb_followMaxTile,20011,8949,11062,2,64,106,212,2413394,348,496,8817888
53,treeDb_followProgress,10813,3605,7208,2,64,106,212,1299870,352,520,4776988
53,treeDb_last,21093,7609,13484,2,64,106,212,2544304,348,496,9289632
54,all,97677,37313,60364,2,64,108,216,11981824,356,592,43952820
54,treeDb_first,19873,7080,12793,2,64,108,216,2438458,356,532,8924540
54,treeDb_firstlastmaxtile,18860,8363,10497,2,64,108,216,2314978,356,592,8486464
54,treeDb_firstlastprogress,10015,3180,6835,2,64,108,216,1226056,356,524,4524512
54,treeDb_followMaxTile,19010,8334,10676,2,64,108,216,2333258,356,528,8547328
54,treeDb_followProgress,9945,3163,6782,2,64,108,216,1216918,356,524,4490676
54,treeDb_last,19974,7193,12781,2,64,108,216,2452156,356,532,8979300
55,all,91340,34773,56567,2,64,110,220,11401928,360,596,41940188
55,treeDb_first,18664,6774,11890,2,64,110,220,2330536,360,596,8553728
55,treeDb_firstlastmaxtile,17764,7734,10030,2,64,110,220,2218942,364,592,8155056
55,treeDb_firstlastprogress,9155,2891,6264,2,64,110,220,1140182,372,532,4221116
55,treeDb_followMaxTile,17880,7737,10143,2,64,110,220,2233408,364,536,8203708
55,treeDb_followProgress,9076,2878,6198,2,64,110,220,1130078,372,532,4183424
55,treeDb_last,18801,6759,12042,2,64,110,220,2348782,372,596,8623156
56,all,85044,32089,52955,2,128,112,224,10801276,368,732,39838276
56,treeDb_first,17488,6249,11239,2,64,112,224,2222226,368,596,8178904
56,treeDb_firstlastmaxtile,16600,7212,9388,2,128,112,224,2109820,376,732,7776828
56,treeDb_firstlastprogress,8336,2527,5809,2,64,112,224,1055996,376,596,3919616
56,treeDb_followMaxTile,16718,7219,9499,2,64,112,224,2124638,376,608,7827008
56,treeDb_followProgress,8242,2490,5752,2,64,112,224,1043842,376,540,3873196
56,treeDb_last,17660,6392,11268,2,64,112,224,2244754,376,608,8262724
57,all,78731,29221,49510,2,128,114,228,10171980,380,736,37623036
57,treeDb_first,16285,5811,10474,2,64,114,228,2105190,380,608,7772288
57,treeDb_firstlastmaxtile,15498,6668,8830,2,128,114,228,2004212,384,732,7408076
57,treeDb_firstlastprogress,7492,2127,5365,2,64,114,228,964886,384,612,3590380
57,treeDb_followMaxTile,15564,6574,8990,2,128,114,228,2012354,380,736,7436668
57,treeDb_followProgress,7428,2182,5246,2,64,114,228,956120,388,604,3555328
57,treeDb_last,16464,5859,10605,2,128,114,228,2129218,380,736,7860296
58,all,72617,26142,46475,2,128,116,232,9541712,388,744,35372492
58,treeDb_first,15147,5212,9935,2,64,116,232,1991770,388,616,7371724
58,treeDb_firstlastmaxtile,14407,5923,8484,2,128,116,232,1895064,400,740,7023288
58,treeDb_firstlastprogress,6668,1828,4840,2,128,116,232,872728,400,744,3251636
58,treeDb_followMaxTile,14471,6015,8456,2,128,116,232,1903348,388,740,7050924
58,treeDb_followProgress,6624,1808,4816,2,128,116,232,866496,400,740,3226880
58,treeDb_last,15300,5356,9944,2,128,116,232,2012306,388,740,7448040
59,all,66968,23319,43649,2,128,118,236,8946728,396,760,33226204
59,treeDb_first,14129,4756,9373,2,128,118,236,1889164,396,744,7006464
59,treeDb_firstlastmaxtile,13422,5337,8085,2,128,118,236,1795290,404,744,6665376
59,treeDb_firstlastprogress,5880,1544,4336,2,128,118,236,781710,404,760,2915628
59,treeDb_followMaxTile,13461,5444,8017,2,128,118,236,1800308,404,744,6683676
59,treeDb_followProgress,5883,1588,4295,2,128,118,236,781924,408,744,2914756
59,treeDb_last,14193,4650,9543,2,128,118,236,1898332,404,740,7040304
60,all,61467,20907,40560,2,128,120,240,8345324,408,764,31040844
60,treeDb_first,13151,4264,8887,2,128,120,240,1787116,408,752,6640068
60,treeDb_firstlastmaxtile,12502,4889,7613,2,128,120,240,1699490,416,752,6319544
60,treeDb_firstlastprogress,5105,1255,3850,2,128,120,240,689368,412,764,2573464
60,treeDb_followMaxTile,12482,4936,7546,2,128,120,240,1696302,408,764,6309556
60,treeDb_followProgress,5109,1270,3839,2,128,120,240,689766,428,752,2574256
60,treeDb_last,13118,4293,8825,2,128,120,240,1783282,412,748,6623956
61,all,56163,18835,37328,2,128,122,244,7744604,412,768,28869120
61,treeDb_first,12138,3859,8279,2,128,122,244,1675268,416,756,6236088
61,treeDb_firstlastmaxtile,11558,4465,7093,2,128,122,244,1595588,424,760,5948252
61,treeDb_firstlastprogress,4368,1081,3287,2,128,122,244,598896,420,768,2243076
61,treeDb_followMaxTile,11570,4501,7069,2,128,122,244,1597134,412,764,5953532
61,treeDb_followProgress,4414,1120,3294,2,128,122,244,605016,460,756,2262404
61,treeDb_last,12115,3809,8306,2,128,122,244,1672702,416,752,6225768
62,all,50720,16951,33769,2,128,124,248,7101826,420,772,26559536
62,treeDb_first,11070,3516,7554,2,128,124,248,1551134,448,768,5791364
62,treeDb_firstlastmaxtile,10559,4012,6547,2,128,124,248,1480088,440,772,5536988
62,treeDb_firstlastprogress,3713,942,2771,2,128,124,248,517044,436,772,1946388
62,treeDb_followMaxTile,10572,4078,6494,2,128,124,248,1481674,420,768,5540688
62,treeDb_followProgress,3739,907,2832,2,128,124,248,520682,480,768,1955724
62,treeDb_last,11067,3496,7571,2,128,124,248,1551204,424,772,5788384
63,all,90858,30758,60100,2,128,126,252,12917056,452,780,48573688
63,treeDb_first,19958,6326,13632,2,128,126,252,2838812,452,776,10645096
63,treeDb_firstlastmaxtile,19178,7402,11776,2,128,126,252,2729240,452,780,10267088
63,treeDb_firstlastprogress,6310,1586,4724,2,128,126,252,892980,468,776,3388872
63,treeDb_followMaxTile,19132,7488,11644,2,128,126,252,2721388,468,776,10237120
63,treeDb_followProgress,6244,1574,4670,2,128,126,252,883616,484,776,3350168
63,treeDb_last,20036,6382,13654,2,128,126,252,2851020,456,776,10685344
64,all,40387,13842,26545,2,128,128,256,5829118,460,784,22112576
64,treeDb_first,8900,2828,6072,2,128,128,256,1285142,460,780,4853824
64,treeDb_firstlastmaxtile,8548,3368,5180,2,128,128,256,1234860,464,784,4684904
64,treeDb_firstlastprogress,2697,724,1973,2,128,128,256,387816,492,780,1493044
64,treeDb_followMaxTile,8605,3343,5262,2,128,128,256,1242282,476,784,4715316
64,treeDb_followProgress,2678,709,1969,2,128,128,256,384954,496,780,1482064
64,treeDb_last,8959,2870,6089,2,128,128,256,1294064,464,784,4883424
65,all,35526,12266,23260,2,128,130,260,5207112,464,792,19991348
65,treeDb_first,7852,2483,5369,2,128,130,260,1151304,464,788,4394324
65,treeDb_firstlastmaxtile,7606,3023,4583,2,128,130,260,1115514,480,792,4278036
65,treeDb_firstlastprogress,2300,589,1711,2,128,130,260,336402,496,784,1323044
65,treeDb_followMaxTile,7603,3075,4528,2,128,130,260,1114404,492,788,4278884
65,treeDb_followProgress,2279,621,1658,2,128,130,260,332864,508,784,1308448
65,treeDb_last,7886,2475,5411,2,128,130,260,1156624,496,788,4408612
66,all,31379,10926,20453,2,128,132,264,4670576,500,792,18196076
66,treeDb_first,6932,2227,4705,2,128,132,264,1032328,512,792,3990376
66,treeDb_firstlastmaxtile,6766,2695,4071,2,128,132,264,1007348,504,792,3918640
66,treeDb_firstlastprogress,2007,592,1415,2,128,132,264,298230,504,788,1201692
66,treeDb_followMaxTile,6761,2651,4110,2,128,132,264,1006246,500,792,3918736
66,treeDb_followProgress,1979,517,1462,2,128,132,264,293642,516,788,1181808
66,treeDb_last,6934,2244,4690,2,128,132,264,1032782,504,792,3984824
67,all,27844,9612,18232,2,128,134,268,4209064,520,808,16683720
67,treeDb_first,6128,1912,4216,2,128,134,268,926896,532,808,3633436
67,treeDb_firstlastmaxtile,6010,2370,3640,2,128,134,268,908774,520,796,3597468
67,treeDb_firstlastprogress,1791,485,1306,2,128,134,268,270284,520,796,1118800
67,treeDb_followMaxTile,6016,2398,3618,2,128,134,268,909102,520,796,3601112
67,treeDb_followProgress,1742,509,1233,2,128,134,268,262634,532,792,1086380
67,treeDb_last,6157,1938,4219,2,128,134,268,931374,532,808,3646524
68,all,24905,8709,16196,2,128,136,272,3822902,536,816,15438644
68,treeDb_first,5437,1738,3699,2,128,136,272,835074,536,816,3329844
68,treeDb_firstlastmaxtile,5367,2158,3209,2,128,136,272,823742,536,812,3319544
68,treeDb_firstlastprogress,1595,466,1129,2,128,136,272,244436,536,808,1038488
68,treeDb_followMaxTile,5415,2172,3243,2,128,136,272,830994,536,812,3350128
68,treeDb_followProgress,1578,438,1140,2,128,136,272,241656,536,796,1026860
68,treeDb_last,5513,1737,3776,2,128,136,272,847000,536,816,3373780
69,all,22461,8201,14260,2,128,138,276,3500332,540,848,14414008
69,treeDb_first,4895,1613,3282,2,128,138,276,763500,540,844,3098820
69,treeDb_firstlastmaxtile,4848,1992,2856,2,128,138,276,755454,540,848,3101916
69,treeDb_firstlastprogress,1462,444,1018,2,128,138,276,227484,544,808,990888
69,treeDb_followMaxTile,4894,2050,2844,2,128,138,276,762384,540,816,3129564
69,treeDb_followProgress,1423,420,1003,2,128,138,276,221158,544,804,966816
69,treeDb_last,4939,1682,3257,2,128,138,276,770352,544,844,3126004
70,all,20460,7594,12866,2,128,140,280,3235056,548,852,13562252
70,treeDb_first,4412,1455,2957,2,128,140,280,698186,548,852,2886300
70,treeDb_firstlastmaxtile,4420,1886,2534,2,128,140,280,698672,548,848,2916092
70,treeDb_firstlastprogress,1345,387,958,2,128,140,280,212434,560,840,943564
70,treeDb_followMaxTile,4482,1903,2579,2,128,140,280,708274,548,824,2958072
70,treeDb_followProgress,1309,400,909,2,128,140,280,206414,552,824,921060
70,treeDb_last,4492,1563,2929,2,128,140,280,711076,548,844,2937164
71,all,18756,7078,11678,2,128,142,284,3007118,556,860,12830008
71,treeDb_first,4006,1442,2564,2,128,142,284,642864,556,856,2706440
71,treeDb_firstlastmaxtile,4056,1704,2352,2,128,142,284,650160,556,860,2760392
71,treeDb_firstlastprogress,1247,397,850,2,128,142,284,199744,564,844,904324
71,treeDb_followMaxTile,4105,1735,2370,2,128,142,284,657786,564,848,2796236
71,treeDb_followProgress,1226,349,877,2,128,142,284,195990,564,848,886796
71,treeDb_last,4116,1451,2665,2,128,142,284,660574,556,856,2775820
72,all,17323,6688,10635,2,128,144,288,2815016,568,864,12197552
72,treeDb_first,3692,1331,2361,2,128,144,288,600350,568,864,2568412
72,treeDb_firstlastmaxtile,3758,1669,2089,2,128,144,288,610612,568,864,2633864
72,treeDb_firstlastprogress,1163,331,832,2,128,144,288,188762,572,856,865472
72,treeDb_followMaxTile,3790,1683,2107,2,128,144,288,615638,568,856,2656332
72,treeDb_followProgress,1141,324,817,2,128,144,288,184908,568,856,847552
72,treeDb_last,3779,1350,2429,2,128,144,288,614746,568,860,2625920
73,all,15979,6076,9903,2,128,146,292,2630784,572,880,11573188
73,treeDb_first,3407,1176,2231,2,128,146,292,561218,572,868,2437552
73,treeDb_firstlastmaxtile,3478,1501,1977,2,128,146,292,572520,572,880,2507584
73,treeDb_firstlastprogress,1075,316,759,2,128,146,292,176812,580,856,819372
73,treeDb_followMaxTile,3504,1532,1972,2,128,146,292,576618,576,864,2527192
73,treeDb_followProgress,1064,299,765,2,128,146,292,174860,576,860,808744
73,treeDb_last,3451,1252,2199,2,128,146,292,568756,576,864,2472744
74,all,14728,5492,9236,2,128,148,296,2456096,580,884,10944076
74,treeDb_first,3139,1107,2032,2,128,148,296,523694,580,884,2307096
74,treeDb_firstlastmaxtile,3198,1344,1854,2,128,148,296,533198,580,880,2364980
74,treeDb_firstlastprogress,999,262,737,2,128,148,296,166418,596,868,775908
74,treeDb_followMaxTile,3208,1378,1830,2,128,148,296,534668,580,872,2375832
74,treeDb_followProgress,1001,261,740,2,128,148,296,166696,596,872,775840
74,treeDb_last,3183,1140,2043,2,128,148,296,531422,584,880,2344420
75,all,13530,5256,8274,2,128,150,300,2285396,588,888,10308516
75,treeDb_first,2864,1039,1825,2,128,150,300,484028,588,888,2163112
75,treeDb_firstlastmaxtile,2942,1298,1644,2,128,150,300,496922,588,884,2231668
75,treeDb_firstlastprogress,920,265,655,2,128,150,300,155198,600,884,727896
75,treeDb_followMaxTile,2960,1314,1646,2,128,150,300,499612,588,876,2249728
75,treeDb_followProgress,922,234,688,2,128,150,300,155470,612,888,727936
75,treeDb_last,2922,1106,1816,2,128,150,300,494166,600,888,2208176
76,all,12434,4629,7805,2,128,152,304,2127556,604,896,9700392
76,treeDb_first,2611,927,1684,2,128,152,304,447064,604,892,2023224
76,treeDb_firstlastmaxtile,2696,1126,1570,2,128,152,304,461364,604,896,2095160
76,treeDb_firstlastprogress,857,210,647,2,128,152,304,146392,628,888,687940
76,treeDb_followMaxTile,2749,1212,1537,2,128,152,304,470020,604,880,2139944
76,treeDb_followProgress,856,228,628,2,128,152,304,146248,620,892,686684
76,treeDb_last,2665,926,1739,2,128,152,304,456468,604,892,2067440
77,all,11417,4296,7121,2,128,154,308,1978594,608,900,9118180
77,treeDb_first,2374,838,1536,2,128,154,308,411712,612,900,1887240
77,treeDb_firstlastmaxtile,2482,1117,1365,2,128,154,308,430050,608,900,1975320
77,treeDb_firstlastprogress,783,224,559,2,128,154,308,135432,636,892,638544
77,treeDb_followMaxTile,2528,1073,1455,2,128,154,308,437794,608,900,2017180
77,treeDb_followProgress,804,205,599,2,128,154,308,139124,628,900,654104
77,treeDb_last,2446,839,1607,2,128,154,308,424482,608,900,1945792
78,all,10596,3804,6792,2,128,156,312,1859892,628,904,8646108
78,treeDb_first,2190,702,1488,2,128,156,312,384660,640,904,1781548
78,treeDb_firstlastmaxtile,2307,963,1344,2,128,156,312,404962,640,904,1876948
78,treeDb_firstlastprogress,733,187,546,2,128,156,312,128384,640,896,607312
78,treeDb_followMaxTile,2350,1021,1329,2,128,156,312,412294,640,900,1917552
78,treeDb_followProgress,749,172,577,2,128,156,312,131224,640,900,618128
78,treeDb_last,2267,759,1508,2,128,156,312,398368,628,904,1844620
79,all,9853,3613,6240,2,128,158,316,1751284,644,908,8199484
79,treeDb_first,2033,718,1315,2,128,158,316,361612,644,908,1689224
79,treeDb_firstlastmaxtile,2161,921,1240,2,128,158,316,384146,644,908,1795268
79,treeDb_firstlastprogress,672,154,518,2,128,158,316,119094,648,904,564744
79,treeDb_followMaxTile,2196,944,1252,2,128,158,316,390130,644,904,1826580
79,treeDb_followProgress,691,161,530,2,128,158,316,122518,648,904,577884
79,treeDb_last,2100,715,1385,2,128,158,316,373784,644,908,1745784
80,all,9220,3320,5900,2,128,160,320,1659010,648,912,7812496
80,treeDb_first,1919,636,1283,2,128,160,320,345620,652,912,1624028
80,treeDb_firstlastmaxtile,2029,840,1189,2,128,160,320,365118,648,912,1718360
80,treeDb_firstlastprogress,616,157,459,2,128,160,320,110538,652,908,525060
80,treeDb_followMaxTile,2077,879,1198,2,128,160,320,373542,652,912,1758596
80,treeDb_followProgress,625,157,468,2,128,160,320,112184,652,908,531244
80,treeDb_last,1954,651,1303,2,128,160,320,352008,652,912,1655208
81,all,8655,3084,5571,2,128,162,324,1576228,656,928,7446364
81,treeDb_first,1814,595,1219,2,128,162,324,330592,660,924,1559604
81,treeDb_firstlastmaxtile,1922,812,1110,2,128,162,324,350244,656,916,1652168
81,treeDb_firstlastprogress,566,122,444,2,128,162,324,102816,660,912,488944
81,treeDb_followMaxTile,1960,805,1155,2,128,162,324,356720,656,928,1684044
81,treeDb_followProgress,561,139,422,2,128,162,324,101916,672,912,483908
81,treeDb_last,1832,611,1221,2,128,162,324,333940,660,916,1577696
82,all,8123,2902,5221,2,128,164,328,1496758,664,960,7083172
82,treeDb_first,1721,567,1154,2,128,164,328,317326,672,960,1499272
82,treeDb_firstlastmaxtile,1816,760,1056,2,128,164,328,334908,664,932,1583120
82,treeDb_firstlastprogress,507,120,387,2,128,164,328,93156,676,916,443348
82,treeDb_followMaxTile,1848,767,1081,2,128,164,328,340238,664,932,1609700
82,treeDb_followProgress,494,127,367,2,128,164,328,90724,676,916,432060
82,treeDb_last,1737,561,1176,2,128,164,328,320406,672,932,1515672
83,all,7618,2669,4949,2,128,166,332,1419780,676,964,6718852
83,treeDb_first,1631,528,1103,2,128,166,332,304198,676,964,1436852
83,treeDb_firstlastmaxtile,1713,701,1012,2,128,166,332,319542,676,936,1510236
83,treeDb_firstlastprogress,458,108,350,2,128,166,332,85146,744,932,405632
83,treeDb_followMaxTile,1747,693,1054,2,128,166,332,325380,676,940,1540020
83,treeDb_followProgress,438,98,340,2,128,166,332,81306,684,932,387644
83,treeDb_last,1631,541,1090,2,128,166,332,304208,680,940,1438468
84,all,7062,2453,4609,2,128,168,336,1331118,684,972,6295104
84,treeDb_first,1501,483,1018,2,128,168,336,283122,684,972,1337552
84,treeDb_firstlastmaxtile,1601,653,948,2,128,168,336,302082,684,940,1426700
84,treeDb_firstlastprogress,409,88,321,2,128,168,336,76894,760,940,365704
84,treeDb_followMaxTile,1649,638,1011,2,128,168,336,310660,684,972,1469076
84,treeDb_followProgress,392,88,304,2,128,168,336,73552,744,968,350864
84,treeDb_last,1510,503,1007,2,128,168,336,284808,684,972,1345208
85,all,6552,2305,4247,2,128,170,340,1248902,692,1032,5901572
85,treeDb_first,1394,521,873,2,128,170,340,266016,708,976,1255468
85,treeDb_firstlastmaxtile,1487,569,918,2,128,170,340,283698,692,972,1338764
85,treeDb_firstlastprogress,374,71,303,2,128,170,340,71106,784,968,337924
85,treeDb_followMaxTile,1541,610,931,2,128,170,340,293594,716,976,1386984
85,treeDb_followProgress,350,66,284,2,128,170,340,66352,768,1032,316480
85,treeDb_last,1406,468,938,2,128,170,340,268136,692,972,1265952
86,all,6046,2043,4003,2,128,172,344,1165710,700,1036,5500588
86,treeDb_first,1290,396,894,2,128,172,344,249086,740,976,1173656
86,treeDb_firstlastmaxtile,1367,549,818,2,128,172,344,263728,700,980,1243216
86,treeDb_firstlastprogress,340,52,288,2,128,172,344,65404,796,1032,310200
86,treeDb_followMaxTile,1450,593,857,2,128,172,344,279406,724,1036,1318316
86,treeDb_followProgress,309,50,259,2,128,172,344,59258,784,1032,282064
86,treeDb_last,1290,403,887,2,128,172,344,248828,728,984,1173136
87,all,5498,1933,3565,2,128,174,348,1072208,716,1040,5053352
87,treeDb_first,1173,402,771,2,128,174,348,229046,744,984,1078208
87,treeDb_firstlastmaxtile,1261,505,756,2,128,174,348,246094,716,984,1158712
87,treeDb_firstlastprogress,289,62,227,2,128,174,348,56170,804,1040,266584
87,treeDb_followMaxTile,1329,506,823,2,128,174,348,259080,740,1040,1220308
87,treeDb_followProgress,275,55,220,2,128,174,348,53334,880,1032,253340
87,treeDb_last,1171,403,768,2,128,174,348,228484,740,988,1076200
88,all,4989,1672,3317,2,128,176,352,983832,744,1056,4632140
88,treeDb_first,1056,322,734,2,128,176,352,208488,752,988,980292
88,treeDb_firstlastmaxtile,1154,455,699,2,128,176,352,227718,748,1048,1070988
88,treeDb_firstlastprogress,258,39,219,2,128,176,352,50680,888,1056,240084
88,treeDb_followMaxTile,1211,475,736,2,128,176,352,238780,744,1052,1124024
88,treeDb_followProgress,241,41,200,2,128,176,352,47252,884,1036,223924
88,treeDb_last,1069,340,729,2,128,176,352,210914,744,992,992828
89,all,4525,1429,3096,2,128,178,356,902124,752,1076,4242824
89,treeDb_first,960,289,671,2,128,178,356,191666,808,1056,900384
89,treeDb_firstlastmaxtile,1060,391,669,2,128,178,356,211518,796,1056,993784
89,treeDb_firstlastprogress,230,30,200,2,128,178,356,45656,892,1076,215712
89,treeDb_followMaxTile,1085,382,703,2,128,178,356,216270,752,1056,1017272
89,treeDb_followProgress,208,31,177,2,128,178,356,41196,892,1056,195320
89,treeDb_last,982,306,676,2,128,178,356,195818,752,1052,920352
90,all,4122,1333,2789,2,128,180,360,830458,760,1076,3900928
90,treeDb_first,877,245,632,2,128,180,360,176916,812,1060,829856
90,treeDb_firstlastmaxtile,973,372,601,2,128,180,360,196202,804,1060,920232
90,treeDb_firstlastprogress,196,27,169,2,128,180,360,39286,900,1076,185752
90,treeDb_followMaxTile,997,401,596,2,128,180,360,200900,816,1056,944008
90,treeDb_followProgress,180,26,154,2,128,180,360,36052,896,1064,170768
90,treeDb_last,899,262,637,2,128,180,360,181102,760,1056,850312
91,all,3694,1156,2538,2,128,182,364,752282,816,1084,3529440
91,treeDb_first,774,235,539,2,128,182,364,157856,816,1064,739764
91,treeDb_firstlastmaxtile,884,335,549,2,128,182,364,180070,820,1068,843664
91,treeDb_firstlastprogress,165,14,151,2,128,182,364,33466,904,1080,158328
91,treeDb_followMaxTile,908,314,594,2,128,182,364,184960,824,1064,867652
91,treeDb_followProgress,156,27,129,2,128,182,364,31622,900,1084,149720
91,treeDb_last,807,231,576,2,128,182,364,164308,820,1056,770312
92,all,3285,1010,2275,2,128,184,368,675876,824,1084,3169448
92,treeDb_first,695,197,498,2,128,184,368,143228,828,1084,670388
