turn,algorithm,hits,originDatabase,originAlgorithm,minTile,maxTile,minBoardValue,maxBoardValue,sumBoardValue,minBoardScore,maxBoardScore,sumBoardScore
92,treeDb_firstlastmaxtile,792,265,527,2,128,184,368,163030,824,1084,763308
92,treeDb_firstlastprogress,142,20,122,2,128,184,368,29118,924,1080,138024
92,treeDb_followMaxTile,809,288,521,2,128,184,368,166394,904,1080,780244
92,treeDb_followProgress,125,21,104,2,128,184,368,25588,908,1084,121560
92,treeDb_last,722,219,503,2,128,184,368,148518,828,1068,695924
93,all,2904,873,2031,2,128,186,372,603710,828,1088,2829984
93,treeDb_first,623,187,436,2,128,186,372,129776,836,1084,606724
93,treeDb_firstlastmaxtile,703,244,459,2,128,186,372,146146,828,1088,684536
93,treeDb_firstlastprogress,121,18,103,2,128,186,372,25068,940,1084,119080
93,treeDb_followMaxTile,710,228,482,2,128,186,372,147522,912,1088,691580
93,treeDb_followProgress,109,13,96,2,128,186,372,22568,912,1084,106896
93,treeDb_last,638,183,455,2,128,186,372,132630,832,1072,621168
94,all,2559,766,1793,2,128,188,376,537552,836,1096,2521088
94,treeDb_first,553,128,425,2,128,188,376,116376,840,1096,544040
94,treeDb_firstlastmaxtile,611,212,399,2,128,188,376,128312,836,1088,601172
94,treeDb_firstlastprogress,108,15,93,2,128,188,376,22650,956,1088,108036
94,treeDb_followMaxTile,630,229,401,2,128,188,376,132312,928,1092,619780
94,treeDb_followProgress,98,12,86,2,128,188,376,20498,936,1092,97804
94,treeDb_last,559,170,389,2,128,188,376,117404,840,1092,550256
95,all,2225,641,1584,2,128,190,380,472270,840,1100,2216696
95,treeDb_first,474,138,336,2,128,190,380,100826,840,1100,471172
95,treeDb_firstlastmaxtile,518,163,355,2,128,190,380,109804,840,1092,515324
95,treeDb_firstlastprogress,94,11,83,2,128,190,380,19948,964,1092,95640
95,treeDb_followMaxTile,558,180,378,2,128,190,380,118428,960,1096,554968
95,treeDb_followProgress,89,11,78,2,128,190,380,18826,960,1096,90084
95,treeDb_last,492,138,354,2,128,190,380,104438,856,1092,489508
96,all,1932,596,1336,2,128,192,384,414566,848,1116,1948032
96,treeDb_first,419,122,297,2,128,192,384,90116,888,1116,421128
96,treeDb_firstlastmaxtile,458,168,290,2,128,192,384,98098,848,1100,460612
96,treeDb_firstlastprogress,75,4,71,2,128,192,384,16126,972,1096,77892
96,treeDb_followMaxTile,481,171,310,2,128,192,384,103144,964,1096,484260
96,treeDb_followProgress,77,16,61,2,128,192,384,16454,964,1100,79128
96,treeDb_last,422,115,307,2,128,192,384,90628,860,1096,425012
97,all,1688,498,1190,2,128,194,388,366274,864,1120,1723244
97,treeDb_first,357,104,253,2,128,194,388,77638,896,1116,363080
97,treeDb_firstlastmaxtile,410,142,268,2,128,194,388,88830,864,1120,417028
97,treeDb_firstlastprogress,63,6,57,2,128,194,388,13678,976,1104,66400
97,treeDb_followMaxTile,421,133,288,2,128,194,388,91344,972,1104,429496
97,treeDb_followProgress,68,8,60,2,128,194,388,14710,972,1104,70924
97,treeDb_last,369,105,264,2,128,194,388,80074,892,1104,376316
98,all,1473,423,1050,2,128,196,392,322874,896,1156,1521916
98,treeDb_first,316,90,226,2,128,196,392,69428,980,1156,325432
98,treeDb_firstlastmaxtile,358,121,237,2,128,196,392,78356,896,1124,368640
98,treeDb_firstlastprogress,54,2,52,2,128,196,392,11812,992,1104,57680
98,treeDb_followMaxTile,363,119,244,2,128,196,392,79528,976,1112,374312
98,treeDb_followProgress,58,6,52,2,128,196,392,12692,988,1120,61500
98,treeDb_last,324,85,239,2,128,196,392,71058,904,1112,334352
99,all,1296,386,910,2,128,198,396,287156,904,1156,1354384
99,treeDb_first,277,81,196,2,128,198,396,61552,988,1156,288520
99,treeDb_firstlastmaxtile,305,101,204,2,128,198,396,67546,916,1128,318092
99,treeDb_firstlastprogress,50,9,41,2,128,198,396,11036,1000,1120,54072
99,treeDb_followMaxTile,320,107,213,2,128,198,396,70806,984,1128,333564
99,treeDb_followProgress,50,4,46,2,128,198,396,11052,996,1120,53636
99,treeDb_last,294,84,210,2,128,198,396,65164,904,1116,306500
100,all,1158,342,816,2,128,200,400,259068,924,1160,1222284
100,treeDb_first,237,68,169,2,128,200,400,53214,1000,1160,249460
100,treeDb_firstlastmaxtile,284,96,188,2,128,200,400,63522,924,1128,299060
100,treeDb_firstlastprogress,45,8,37,2,128,200,400,10016,1016,1152,49344
100,treeDb_followMaxTile,291,84,207,2,128,200,400,65020,992,1132,306096
100,treeDb_followProgress,46,5,41,2,128,200,400,10270,1004,1124,49916
100,treeDb_last,255,81,174,2,128,200,400,57026,992,1136,268408
101,all,1031,245,786,2,128,202,404,232936,1004,1164,1098804
101,treeDb_first,213,45,168,2,128,202,404,48282,1004,1164,226792
101,treeDb_firstlastmaxtile,248,69,179,2,128,202,404,56014,1004,1136,263704
101,treeDb_firstlastprogress,40,5,35,2,128,202,404,8990,1048,1156,44096
101,treeDb_followMaxTile,259,69,190,2,128,202,404,58446,1004,1136,274768
101,treeDb_followProgress,41,3,38,2,128,202,404,9246,1012,1132,44864
101,treeDb_last,230,54,176,2,128,202,404,51958,1004,1136,244580
102,all,895,252,643,2,128,204,408,204066,1008,1172,963056
102,treeDb_first,184,53,131,2,128,204,408,42124,1012,1172,197840
102,treeDb_firstlastmaxtile,217,71,146,2,128,204,408,49410,1012,1140,233056
102,treeDb_firstlastprogress,37,4,33,2,128,204,408,8388,1052,1160,41060
102,treeDb_followMaxTile,227,62,165,2,128,204,408,51712,1012,1140,243228
102,treeDb_followProgress,34,4,30,2,128,204,408,7738,1012,1132,37448
102,treeDb_last,196,58,138,2,128,204,408,44694,1008,1148,210424
103,all,766,190,576,2,128,206,412,176318,1016,1192,831820
103,treeDb_first,160,39,121,2,128,206,412,36922,1020,1192,173648
103,treeDb_firstlastmaxtile,186,44,142,2,128,206,412,42766,1020,1148,201608
103,treeDb_firstlastprogress,31,3,28,2,128,206,412,7084,1064,1140,34564
103,treeDb_followMaxTile,193,50,143,2,128,206,412,44390,1032,1148,208868
103,treeDb_followProgress,28,3,25,2,128,206,412,6452,1060,1140,31124
103,treeDb_last,168,51,117,2,128,206,412,38704,1016,1148,182008
104,all,634,176,458,2,128,208,416,147362,1020,1192,695208
104,treeDb_first,126,39,87,2,128,208,416,29372,1036,1192,138392
104,treeDb_firstlastmaxtile,158,48,110,2,128,208,416,36678,1036,1152,172580
104,treeDb_firstlastprogress,27,1,26,2,128,208,416,6246,1064,1140,30284
104,treeDb_followMaxTile,153,48,105,2,128,208,416,35504,1036,1176,167288
104,treeDb_followProgress,24,3,21,2,128,208,416,5600,1080,1152,27004
104,treeDb_last,146,37,109,2,128,208,416,33962,1020,1176,159660
105,all,549,132,417,2,128,210,420,128658,1028,1192,607616
105,treeDb_first,110,25,85,2,128,210,420,25856,1040,1192,121848
105,treeDb_firstlastmaxtile,132,31,101,2,128,210,420,30882,1044,1152,145528
105,treeDb_firstlastprogress,25,1,24,2,128,210,420,5822,1068,1172,28224
105,treeDb_followMaxTile,130,31,99,2,128,210,420,30424,1044,1180,143404
105,treeDb_followProgress,21,0,21,2,128,210,420,4956,1084,1184,23848
105,treeDb_last,131,44,87,2,128,210,420,30718,1028,1184,144764
106,all,438,103,335,2,128,212,424,103542,1044,1204,489556
106,treeDb_first,84,28,56,2,128,212,424,19934,1064,1204,94188
106,treeDb_firstlastmaxtile,111,27,84,2,128,212,424,26204,1072,1180,123488
106,treeDb_firstlastprogress,23,1,22,2,128,212,424,5404,1076,1176,26144
106,treeDb_followMaxTile,96,21,75,2,128,212,424,22658,1060,1204,106964
106,treeDb_followProgress,15,1,14,2,128,212,424,3580,1088,1192,17224
106,treeDb_last,109,25,84,2,128,212,424,25762,1044,1200,121548
107,all,341,81,260,2,128,214,428,81252,1064,1208,384808
107,treeDb_first,70,17,53,2,128,214,428,16734,1076,1208,79124
107,treeDb_firstlastmaxtile,88,21,67,2,128,214,428,20952,1076,1188,98676
107,treeDb_firstlastprogress,18,1,17,2,128,214,428,4254,1092,1192,20656
107,treeDb_followMaxTile,70,15,55,2,128,214,428,16678,1068,1204,78828
107,treeDb_followProgress,11,1,10,2,128,214,428,2640,1096,1208,12728
107,treeDb_last,84,26,58,2,128,214,428,19994,1064,1200,94796
108,all,275,45,230,2,128,216,432,66152,1080,1216,313688
108,treeDb_first,58,11,47,2,128,216,432,14002,1080,1216,66276
108,treeDb_firstlastmaxtile,72,11,61,2,128,216,432,17294,1084,1196,81428
108,treeDb_firstlastprogress,14,0,14,2,128,216,432,3354,1124,1196,16260
108,treeDb_followMaxTile,54,10,44,2,128,216,432,12974,1080,1208,61472
108,treeDb_followProgress,8,0,8,2,128,216,432,1946,1156,1208,9416
108,treeDb_last,69,13,56,2,128,216,432,16582,1084,1212,78836
109,all,204,47,157,2,128,218,436,49550,1084,1220,236180
109,treeDb_first,46,15,31,2,128,218,436,11210,1084,1220,53388
109,treeDb_firstlastmaxtile,49,10,39,2,128,218,436,11874,1088,1216,56212
109,treeDb_firstlastprogress,11,0,11,2,128,218,436,2656,1148,1196,12920
109,treeDb_followMaxTile,37,8,29,2,128,218,436,8986,1088,1216,42748
109,treeDb_followProgress,8,0,8,2,128,218,436,1964,1160,1208,9452
109,treeDb_last,53,14,39,2,128,218,436,12860,1100,1216,61460
110,all,169,33,136,2,128,220,440,41448,1092,1240,197872
110,treeDb_first,41,6,35,2,128,220,440,10090,1092,1240,48048
110,treeDb_firstlastmaxtile,38,9,29,2,128,220,440,9306,1108,1224,44256
110,treeDb_firstlastprogress,9,0,9,2,128,220,440,2196,1156,1216,10692
110,treeDb_followMaxTile,28,4,24,2,128,220,440,6856,1108,1220,32732
110,treeDb_followProgress,8,1,7,2,128,220,440,1984,1168,1212,9504
110,treeDb_last,45,13,32,2,128,220,440,11016,1104,1224,52640
111,all,133,21,112,2,128,222,444,32944,1108,1240,157892
111,treeDb_first,33,8,25,2,128,222,444,8236,1112,1240,39356
111,treeDb_firstlastmaxtile,28,3,25,2,128,222,444,6934,1112,1228,33376
111,treeDb_firstlastprogress,6,0,6,2,128,222,444,1474,1172,1216,7132
111,treeDb_followMaxTile,20,4,16,2,128,222,444,4924,1112,1224,23688
111,treeDb_followProgress,5,0,5,2,128,222,444,1256,1176,1228,6028
111,treeDb_last,41,6,35,2,128,222,444,10120,1108,1240,48312
112,all,103,21,82,2,128,224,448,25758,1116,1244,123556
112,treeDb_first,27,6,21,2,128,224,448,6788,1176,1244,32488
112,treeDb_firstlastmaxtile,22,7,15,2,128,224,448,5508,1176,1232,26480
112,treeDb_firstlastprogress,4,0,4,2,128,224,448,996,1180,1224,4816
112,treeDb_followMaxTile,16,1,15,2,128,224,448,3980,1160,1228,19148
112,treeDb_followProgress,3,0,3,2,128,224,448,764,1176,1228,3628
112,treeDb_last,31,7,24,2,128,224,448,7722,1116,1240,36996
113,all,87,11,76,2,128,226,452,21988,1136,1280,105324
113,treeDb_first,24,2,22,2,128,226,452,6096,1180,1280,29124
113,treeDb_firstlastmaxtile,21,3,18,2,128,226,452,5308,1180,1248,25432
113,treeDb_firstlastprogress,1,0,1,2,128,226,452,244,1208,1208,1208
113,treeDb_followMaxTile,14,6,8,2,128,226,452,3520,1168,1232,16880
113,treeDb_followProgress,2,0,2,2,128,226,452,526,1228,1232,2460
113,treeDb_last,25,0,25,2,128,226,452,6294,1136,1232,30220
114,all,79,11,68,2,128,228,456,20124,1184,1288,96372
114,treeDb_first,21,7,14,2,128,228,456,5370,1184,1288,25628
114,treeDb_firstlastmaxtile,20,2,18,2,128,228,456,5104,1184,1256,24428
114,treeDb_firstlastprogress,1,0,1,2,128,228,456,246,1212,1212,1212
114,treeDb_followMaxTile,13,0,13,2,128,228,456,3306,1184,1236,15848
114,treeDb_followProgress,1,0,1,2,128,228,456,268,1240,1240,1240
114,treeDb_last,23,2,21,2,128,228,456,5830,1184,1236,28016
115,all,66,12,54,2,128,230,460,16962,1188,1292,81116
115,treeDb_first,18,3,15,2,128,230,460,4650,1192,1292,22172
115,treeDb_firstlastmaxtile,16,4,12,2,128,230,460,4112,1192,1256,19616
115,treeDb_firstlastprogress,1,0,1,2,128,230,460,248,1220,1220,1220
115,treeDb_followMaxTile,11,3,8,2,128,230,460,2810,1188,1244,13480
115,treeDb_followProgress,1,0,1,2,128,230,460,270,1256,1256,1256
115,treeDb_last,19,2,17,2,128,230,460,4872,1196,1256,23372
116,all,59,7,52,2,128,232,464,15280,1196,1292,72996
116,treeDb_first,15,3,12,2,128,232,464,3894,1212,1292,18588
116,treeDb_firstlastmaxtile,15,0,15,2,128,232,464,3880,1196,1288,18600
116,treeDb_firstlastprogress,0,,,,,232,464,0,,0,0
116,treeDb_followMaxTile,11,0,11,2,128,232,464,2838,1196,1264,13552
116,treeDb_followProgress,1,0,1,2,128,232,464,272,1260,1260,1260
116,treeDb_last,17,4,13,2,128,232,464,4396,1196,1260,20996
117,all,47,5,42,2,128,234,468,12284,1204,1308,58644
117,treeDb_first,11,1,10,2,128,234,468,2890,1232,1308,13792
117,treeDb_firstlastmaxtile,13,1,12,2,128,234,468,3402,1204,1292,16260
117,treeDb_firstlastprogress,0,,,,,234,468,0,,0,0
117,treeDb_followMaxTile,7,1,6,2,128,234,468,1812,1204,1252,8656
117,treeDb_followProgress,1,0,1,2,128,234,468,274,1264,1264,1264
117,treeDb_last,15,2,13,2,128,234,468,3906,1216,1264,18672
118,all,41,4,37,2,128,236,472,10790,1220,1312,51516
118,treeDb_first,10,3,7,2,128,236,472,2648,1240,1312,12600
118,treeDb_firstlastmaxtile,12,0,12,2,128,236,472,3160,1220,1292,15084
118,treeDb_firstlastprogress,0,,,,,236,472,0,,0,0
118,treeDb_followMaxTile,7,0,7,2,128,236,472,1828,1220,1268,8736
118,treeDb_followProgress,1,0,1,2,128,236,472,276,1272,1272,1272
118,treeDb_last,11,1,10,2,128,236,472,2878,1248,1268,13824
119,all,33,8,25,2,128,238,476,8756,1224,1316,41688
119,treeDb_first,8,1,7,2,128,238,476,2136,1252,1316,10132
119,treeDb_firstlastmaxtile,10,3,7,2,128,238,476,2656,1224,1296,12632
119,treeDb_firstlastprogress,0,,,,,238,476,0,,0,0
119,treeDb_followMaxTile,5,1,4,2,128,238,476,1322,1252,1272,6300
119,treeDb_followProgress,0,,,,,238,476,0,,0,0
119,treeDb_last,10,3,7,2,128,238,476,2642,1252,1276,12624
120,all,28,1,27,2,128,240,480,7476,1252,1324,35576
120,treeDb_first,5,0,5,2,128,240,480,1348,1256,1324,6376
120,treeDb_firstlastmaxtile,9,0,9,2,128,240,480,2406,1256,1308,11452
120,treeDb_firstlastprogress,0,,,,,240,480,0,,0,0
120,treeDb_followMaxTile,5,0,5,2,128,240,480,1336,1260,1276,6332
120,treeDb_followProgress,0,,,,,240,480,0,,0,0
120,treeDb_last,9,1,8,2,128,240,480,2386,1252,1280,11416
121,all,21,4,17,2,128,242,484,5656,1260,1332,26864
121,treeDb_first,3,1,2,2,128,242,484,824,1260,1332,3860
121,treeDb_firstlastmaxtile,7,1,6,2,128,242,484,1878,1264,1308,8956
121,treeDb_firstlastprogress,0,,,,,242,484,0,,0,0
121,treeDb_followMaxTile,3,1,2,2,128,242,484,814,1284,1284,3852
121,treeDb_followProgress,0,,,,,242,484,0,,0,0
121,treeDb_last,8,1,7,2,128,242,484,2140,1264,1288,10196
122,all,13,2,11,2,128,244,488,3526,1268,1312,16696
122,treeDb_first,1,0,1,2,128,244,488,264,1268,1268,1268
122,treeDb_firstlastmaxtile,4,1,3,2,128,244,488,1076,1268,1312,5144
122,treeDb_firstlastprogress,0,,,,,244,488,0,,0,0
122,treeDb_followMaxTile,3,0,3,2,128,244,488,822,1284,1288,3856
122,treeDb_followProgress,0,,,,,244,488,0,,0,0
122,treeDb_last,5,1,4,2,128,244,488,1364,1268,1304,6428
123,all,7,1,6,2,128,246,492,1902,1268,1320,9024
123,treeDb_first,0,,,,,246,492,0,,0,0
123,treeDb_firstlastmaxtile,4,1,3,2,128,246,492,1084,1284,1320,5172
123,treeDb_firstlastprogress,0,,,,,246,492,0,,0,0
123,treeDb_followMaxTile,1,0,1,2,128,246,492,282,1296,1296,1296
123,treeDb_followProgress,0,,,,,246,492,0,,0,0
123,treeDb_last,2,0,2,2,128,246,492,536,1268,1288,2556
124,all,6,2,4,2,128,248,496,1638,1272,1336,7788
124,treeDb_first,0,,,,,248,496,0,,0,0
124,treeDb_firstlastmaxtile,4,1,3,2,128,248,496,1092,1288,1336,5204
124,treeDb_firstlastprogress,0,,,,,248,496,0,,0,0
124,treeDb_followMaxTile,1,0,1,2,128,248,496,284,1312,1312,1312
124,treeDb_followProgress,0,,,,,248,496,0,,0,0
124,treeDb_last,1,1,0,2,128,248,496,262,1272,1272,1272
125,all,5,0,5,2,128,250,500,1376,1280,1344,6552
125,treeDb_first,0,,,,,250,500,0,,0,0
125,treeDb_firstlastmaxtile,3,0,3,2,128,250,500,826,1292,1340,3928
125,treeDb_firstlastprogress,0,,,,,250,500,0,,0,0
125,treeDb_followMaxTile,1,0,1,2,128,250,500,286,1344,1344,1344
125,treeDb_followProgress,0,,,,,250,500,0,,0,0
125,treeDb_last,1,0,1,2,128,250,500,264,1280,1280,1280
126,all,3,0,3,2,128,252,504,848,1300,1412,4056
126,treeDb_first,0,,,,,252,504,0,,0,0
126,treeDb_firstlastmaxtile,2,0,2,2,128,252,504,558,1300,1344,2644
126,treeDb_firstlastprogress,0,,,,,252,504,0,,0,0
126,treeDb_followMaxTile,1,0,1,2,128,252,504,290,1412,1412,1412
126,treeDb_followProgress,0,,,,,252,504,0,,0,0
126,treeDb_last,0,,,,,252,504,0,,0,0
127,all,2,0,2,2,128,254,508,580,1352,1540,2892
127,treeDb_first,0,,,,,254,508,0,,0,0
127,treeDb_firstlastmaxtile,1,0,1,2,128,254,508,288,1352,1352,1352
127,treeDb_firstlastprogress,0,,,,,254,508,0,,0,0
127,treeDb_followMaxTile,1,0,1,2,128,254,508,292,1540,1540,1540
127,treeDb_followProgress,0,,,,,254,508,0,,0,0
127,treeDb_last,0,,,,,254,508,0,,0,0
128,all,1,0,1,2,256,256,512,294,1800,1800,1800
128,treeDb_first,0,,,,,256,512,0,,0,0
128,treeDb_firstlastmaxtile,0,,,,,256,512,0,,0,0
128,treeDb_firstlastprogress,0,,,,,256,512,0,,0,0
128,treeDb_followMaxTile,1,0,1,2,256,256,512,294,1800,1800,1800
128,treeDb_followProgress,0,,,,,256,512,0,,0,0
128,treeDb_last,0,,,,,256,512,0,,0,0
129,all,1,0,1,2,256,258,516,296,1808,1808,1808
129,treeDb_first,0,,,,,258,516,0,,0,0
129,treeDb_firstlastmaxtile,0,,,,,258,516,0,,0,0
129,treeDb_firstlastprogress,0,,,,,258,516,0,,0,0
129,treeDb_followMaxTile,1,0,1,2,256,258,516,296,1808,1808,1808
129,treeDb_followProgress,0,,,,,258,516,0,,0,0
129,treeDb_last,0,,,,,258,516,0,,0,0
130,all,1,0,1,2,256,260,520,298,1824,1824,1824
130,treeDb_first,0,,,,,260,520,0,,0,0
130,treeDb_firstlastmaxtile,0,,,,,260,520,0,,0,0
130,treeDb_firstlastprogress,0,,,,,260,520,0,,0,0
130,treeDb_followMaxTile,1,0,1,2,256,260,520,298,1824,1824,1824
130,treeDb_followProgress,0,,,,,260,520,0,,0,0
130,treeDb_last,0,,,,,260,520,0,,0,0
131,all,1,0,1,2,256,262,524,300,1828,1828,1828
131,treeDb_first,0,,,,,262,524,0,,0,0
131,treeDb_firstlastmaxtile,0,,,,,262,524,0,,0,0
131,treeDb_firstlastprogress,0,,,,,262,524,0,,0,0
131,treeDb_followMaxTile,1,0,1,2,256,262,524,300,1828,1828,1828
131,treeDb_followProgress,0,,,,,262,524,0,,0,0
131,treeDb_last,0,,,,,262,524,0,,0,0
132,all,1,0,1,2,256,264,528,302,1832,1832,1832
132,treeDb_first,0,,,,,264,528,0,,0,0
132,treeDb_firstlastmaxtile,0,,,,,264,528,0,,0,0
132,treeDb_firstlastprogress,0,,,,,264,528,0,,0,0
132,treeDb_followMaxTile,1,0,1,2,256,264,528,302,1832,1832,1832
132,treeDb_followProgress,0,,,,,264,528,0,,0,0
132,treeDb_last,0,,,,,264,528,0,,0,0
133,all,1,0,1,2,256,266,532,304,1832,1832,1832
133,treeDb_first,0,,,,,266,532,0,,0,0
133,treeDb_firstlastmaxtile,0,,,,,266,532,0,,0,0
133,treeDb_firstlastprogress,0,,,,,266,532,0,,0,0
133,treeDb_followMaxTile,1,0,1,2,256,266,532,304,1832,1832,1832
133,treeDb_followProgress,0,,,,,266,532,0,,0,0
133,treeDb_last,0,,,,,266,532,0,,0,0
134,all,1,0,1,2,256,268,536,306,1832,1832,1832
134,treeDb_first,0,,,,,268,536,0,,0,0
134,treeDb_firstlastmaxtile,0,,,,,268,536,0,,0,0
134,treeDb_firstlastprogress,0,,,,,268,536,0,,0,0
134,treeDb_followMaxTile,1,0,1,2,256,268,536,306,1832,1832,1832
134,treeDb_followProgress,0,,,,,268,536,0,,0,0
134,treeDb_last,0,,,,,268,536,0,,0,0
135,all,1,0,1,2,256,270,540,308,1844,1844,1844
135,treeDb_first,0,,,,,270,540,0,,0,0
135,treeDb_firstlastmaxtile,0,,,,,270,540,0,,0,0
135,treeDb_firstlastprogress,0,,,,,270,540,0,,0,0
135,treeDb_followMaxTile,1,0,1,2,256,270,540,308,1844,1844,1844
135,treeDb_followProgress,0,,,,,270,540,0,,0,0
135,treeDb_last,0,,,,,270,540,0,,0,0
136,all,1,0,1,2,256,272,544,312,1852,1852,1852
136,treeDb_first,0,,,,,272,544,0,,0,0
136,treeDb_firstlastmaxtile,0,,,,,272,544,0,,0,0
136,treeDb_firstlastprogress,0,,,,,272,544,0,,0,0
136,treeDb_followMaxTile,1,0,1,2,256,272,544,312,1852,1852,1852
136,treeDb_followProgress,0,,,,,272,544,0,,0,0
136,treeDb_last,0,,,,,272,544,0,,0,0
137,all,1,0,1,2,256,274,548,314,1852,1852,1852
137,treeDb_first,0,,,,,274,548,0,,0,0
137,treeDb_firstlastmaxtile,0,,,,,274,548,0,,0,0
137,treeDb_firstlastprogress,0,,,,,274,548,0,,0,0
137,treeDb_followMaxTile,1,0,1,2,256,274,548,314,1852,1852,1852
137,treeDb_followProgress,0,,,,,274,548,0,,0,0
137,treeDb_last,0,,,,,274,548,0,,0,0
138,all,1,0,1,2,256,276,552,316,1856,1856,1856
138,treeDb_first,0,,,,,276,552,0,,0,0
138,treeDb_firstlastmaxtile,0,,,,,276,552,0,,0,0
138,treeDb_firstlastprogress,0,,,,,276,552,0,,0,0
138,treeDb_followMaxTile,1,0,1,2,256,276,552,316,1856,1856,1856
138,treeDb_followProgress,0,,,,,276,552,0,,0,0
138,treeDb_last,0,,,,,276,552,0,,0,0
139,all,1,0,1,2,256,278,556,318,1860,1860,1860
139,treeDb_first,0,,,,,278,556,0,,0,0
139,treeDb_firstlastmaxtile,0,,,,,278,556,0,,0,0
139,treeDb_firstlastprogress,0,,,,,278,556,0,,0,0
139,treeDb_followMaxTile,1,0,1,2,256,278,556,318,1860,1860,1860
139,treeDb_followProgress,0,,,,,278,556,0,,0,0
139,treeDb_last,0,,,,,278,556,0,,0,0
140,all,1,0,1,2,256,280,560,322,1868,1868,1868
140,treeDb_first,0,,,,,280,560,0,,0,0
140,treeDb_firstlastmaxtile,0,,,,,280,560,0,,0,0
140,treeDb_firstlastprogress,0,,,,,280,560,0,,0,0
140,treeDb_followMaxTile,1,0,1,2,256,280,560,322,1868,1868,1868
140,treeDb_followProgress,0,,,,,280,560,0,,0,0
140,treeDb_last,0,,,,,280,560,0,,0,0
141,all,1,0,1,2,256,282,564,324,1876,1876,1876
141,treeDb_first,0,,,,,282,564,0,,0,0
141,treeDb_firstlastmaxtile,0,,,,,282,564,0,,0,0
141,treeDb_firstlastprogress,0,,,,,282,564,0,,0,0
141,treeDb_followMaxTile,1,0,1,2,256,282,564,324,1876,1876,1876
141,treeDb_followProgress,0,,,,,282,564,0,,0,0
141,treeDb_last,0,,,,,282,564,0,,0,0
142,all,1,0,1,2,256,284,568,326,1892,1892,1892
142,treeDb_first,0,,,,,284,568,0,,0,0
142,treeDb_firstlastmaxtile,0,,,,,284,568,0,,0,0
142,treeDb_firstlastprogress,0,,,,,284,568,0,,0,0
142,treeDb_followMaxTile,1,0,1,2,256,284,568,326,1892,1892,1892
142,treeDb_followProgress,0,,,,,284,568,0,,0,0
142,treeDb_last,0,,,,,284,568,0,,0,0
143,all,1,0,1,2,256,286,572,328,1896,1896,1896
143,treeDb_first,0,,,,,286,572,0,,0,0
143,treeDb_firstlastmaxtile,0,,,,,286,572,0,,0,0
143,treeDb_firstlastprogress,0,,,,,286,572,0,,0,0
143,treeDb_followMaxTile,1,0,1,2,256,286,572,328,1896,1896,1896
143,treeDb_followProgress,0,,,,,286,572,0,,0,0
143,treeDb_last,0,,,,,286,572,0,,0,0
144,all,1,0,1,2,256,288,576,330,1932,1932,1932
144,treeDb_first,0,,,,,288,576,0,,0,0
144,treeDb_firstlastmaxtile,0,,,,,288,576,0,,0,0
144,treeDb_firstlastprogress,0,,,,,288,576,0,,0,0
144,treeDb_followMaxTile,1,0,1,2,256,288,576,330,1932,1932,1932
144,treeDb_followProgress,0,,,,,288,576,0,,0,0
144,treeDb_last,0,,,,,288,576,0,,0,0
145,all,1,0,1,2,256,290,580,332,1932,1932,1932
145,treeDb_first,0,,,,,290,580,0,,0,0
145,treeDb_firstlastmaxtile,0,,,,,290,580,0,,0,0
145,treeDb_firstlastprogress,0,,,,,290,580,0,,0,0
145,treeDb_followMaxTile,1,0,1,2,256,290,580,332,1932,1932,1932
145,treeDb_followProgress,0,,,,,290,580,0,,0,0
145,treeDb_last,0,,,,,290,580,0,,0,0
146,all,1,0,1,2,256,292,584,334,1936,1936,1936
146,treeDb_first,0,,,,,292,584,0,,0,0
146,treeDb_firstlastmaxtile,0,,,,,292,584,0,,0,0
146,treeDb_firstlastprogress,0,,,,,292,584,0,,0,0
146,treeDb_followMaxTile,1,0,1,2,256,292,584,334,1936,1936,1936
146,treeDb_followProgress,0,,,,,292,584,0,,0,0
146,treeDb_last,0,,,,,292,584,0,,0,0
147,all,1,0,1,2,256,294,588,336,1944,1944,1944
147,treeDb_first,0,,,,,294,588,0,,0,0
147,treeDb_firstlastmaxtile,0,,,,,294,588,0,,0,0
147,treeDb_firstlastprogress,0,,,,,294,588,0,,0,0
147,treeDb_followMaxTile,1,0,1,2,256,294,588,336,1944,1944,1944
147,treeDb_followProgress,0,,,,,294,588,0,,0,0
147,treeDb_last,0,,,,,294,588,0,,0,0
148,all,0,,,,,296,592,0,,0,0
148,treeDb_first,0,,,,,296,592,0,,0,0
148,treeDb_firstlastmaxtile,0,,,,,296,592,0,,0,0
148,treeDb_firstlastprogress,0,,,,,296,592,0,,0,0
148,treeDb_followMaxTile,0,,,,,296,592,0,,0,0
148,treeDb_followProgress,0,,,,,296,592,0,,0,0
148,treeDb_last,0,,,,,296,592,0,,0,0
149,all,0,,,,,298,596,0,,0,0
149,treeDb_first,0,,,,,298,596,0,,0,0
149,treeDb_firstlastmaxtile,0,,,,,298,596,0,,0,0
149,treeDb_firstlastprogress,0,,,,,298,596,0,,0,0
149,treeDb_followMaxTile,0,,,,,298,596,0,,0,0
149,treeDb_followProgress,0,,,,,298,596,0,,0,0
149,treeDb_last,0,,,,,298,596,0,,0,0
150,all,0,,,,,300,600,0,,0,0
150,treeDb_first,0,,,,,300,600,0,,0,0
150,treeDb_firstlastmaxtile,0,,,,,300,600,0,,0,0
150,treeDb_firstlastprogress,0,,,,,300,600,0,,0,0
150,treeDb_followMaxTile,0,,,,,300,600,0,,0,0
150,treeDb_followProgress,0,,,,,300,600,0,,0,0
150,treeDb_last,0,,,,,300,600,0,,0,0
